target_variable;features;algorithm;imputation_method;feature_selection_method;n_clusters;scores;cross_validation_score;cross_validation_std;cluster_sizes;remove_missing_scores
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;knn;variance;2;{'silhouette': 0.1603610052817299, 'calinski_harabasz': 19.066402435308547, 'davies_bouldin': 2.24569040750894};0.160449349088511;0.036001271145576164;{0: 73, 1: 48};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;knn;variance;3;{'silhouette': 0.19930055147394443, 'calinski_harabasz': 26.799367563780525, 'davies_bouldin': 1.5926956598855082};0.14998702748060283;0.022240467806980403;{0: 45, 1: 23, 2: 53};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;knn;pca;2;{'silhouette': 0.16036100528172995, 'calinski_harabasz': 19.066402435308557, 'davies_bouldin': 2.24569040750894};0.160449349088511;0.036001271145576184;{0: 73, 1: 48};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;knn;pca;3;{'silhouette': 0.19930055147394443, 'calinski_harabasz': 26.799367563780525, 'davies_bouldin': 1.5926956598855087};0.14998702748060286;0.022240467806980413;{0: 45, 1: 23, 2: 53};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;knn;agglomeration;2;{'silhouette': 0.16036100528172986, 'calinski_harabasz': 19.06640243530855, 'davies_bouldin': 2.24569040750894};0.160449349088511;0.03600127114557617;{0: 73, 1: 48};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;knn;agglomeration;3;{'silhouette': 0.1993005514739444, 'calinski_harabasz': 26.799367563780525, 'davies_bouldin': 1.5926956598855082};0.14998702748060283;0.022240467806980416;{0: 45, 1: 23, 2: 53};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;median;variance;2;{'silhouette': 0.1603610052817299, 'calinski_harabasz': 19.066402435308547, 'davies_bouldin': 2.24569040750894};0.160449349088511;0.036001271145576164;{0: 73, 1: 48};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;median;variance;3;{'silhouette': 0.19930055147394443, 'calinski_harabasz': 26.799367563780525, 'davies_bouldin': 1.5926956598855082};0.14998702748060283;0.022240467806980403;{0: 45, 1: 23, 2: 53};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;median;pca;2;{'silhouette': 0.16036100528172995, 'calinski_harabasz': 19.066402435308557, 'davies_bouldin': 2.24569040750894};0.160449349088511;0.036001271145576184;{0: 73, 1: 48};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;median;pca;3;{'silhouette': 0.19930055147394443, 'calinski_harabasz': 26.799367563780525, 'davies_bouldin': 1.5926956598855087};0.14998702748060286;0.022240467806980413;{0: 45, 1: 23, 2: 53};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;median;agglomeration;2;{'silhouette': 0.16036100528172986, 'calinski_harabasz': 19.06640243530855, 'davies_bouldin': 2.24569040750894};0.160449349088511;0.03600127114557617;{0: 73, 1: 48};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;median;agglomeration;3;{'silhouette': 0.1993005514739444, 'calinski_harabasz': 26.799367563780525, 'davies_bouldin': 1.5926956598855082};0.14998702748060283;0.022240467806980416;{0: 45, 1: 23, 2: 53};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;forward_fill;variance;2;{'silhouette': 0.1603610052817299, 'calinski_harabasz': 19.066402435308547, 'davies_bouldin': 2.24569040750894};0.160449349088511;0.036001271145576164;{0: 73, 1: 48};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;forward_fill;variance;3;{'silhouette': 0.19930055147394443, 'calinski_harabasz': 26.799367563780525, 'davies_bouldin': 1.5926956598855082};0.14998702748060283;0.022240467806980403;{0: 45, 1: 23, 2: 53};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;forward_fill;pca;2;{'silhouette': 0.16036100527755676, 'calinski_harabasz': 19.06640243530855, 'davies_bouldin': 2.24569040750894};0.160449349088511;0.036001271145576184;{0: 73, 1: 48};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;forward_fill;pca;3;{'silhouette': 0.19930055146415457, 'calinski_harabasz': 26.799367563780525, 'davies_bouldin': 1.5926956598855082};0.14998702748060289;0.022240467806980403;{0: 45, 1: 23, 2: 53};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;forward_fill;agglomeration;2;{'silhouette': 0.16036100528172986, 'calinski_harabasz': 19.06640243530855, 'davies_bouldin': 2.24569040750894};0.160449349088511;0.03600127114557617;{0: 73, 1: 48};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];kmeans;forward_fill;agglomeration;3;{'silhouette': 0.1993005514739444, 'calinski_harabasz': 26.799367563780525, 'davies_bouldin': 1.5926956598855082};0.14998702748060283;0.022240467806980416;{0: 45, 1: 23, 2: 53};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;mice;variance;2;{'silhouette': 0.19754253237542735, 'calinski_harabasz': 18.508706568988874, 'davies_bouldin': 2.139884256201173};0.13304909524862707;0.06508065165468177;{0: 90, 1: 31};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;mice;variance;3;{'silhouette': 0.1275957904377995, 'calinski_harabasz': 19.309656017897865, 'davies_bouldin': 1.922050052011035};0.12146171616875598;0.06647257519036107;{0: 42, 1: 19, 2: 60};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;mice;pca;2;{'silhouette': 0.1975425323754274, 'calinski_harabasz': 18.50870656898888, 'davies_bouldin': 2.139884256201173};0.1330490952486271;0.06508065165468177;{0: 90, 1: 31};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;mice;pca;3;{'silhouette': 0.12759579043779948, 'calinski_harabasz': 19.30965601789786, 'davies_bouldin': 1.9220500520110353};0.121461716168756;0.06647257519036108;{0: 42, 1: 19, 2: 60};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;mice;agglomeration;2;{'silhouette': 0.1975425323754274, 'calinski_harabasz': 18.508706568988874, 'davies_bouldin': 2.139884256201173};0.13304909524862707;0.06508065165468177;{0: 90, 1: 31};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;mice;agglomeration;3;{'silhouette': 0.1275957904377995, 'calinski_harabasz': 19.30965601789786, 'davies_bouldin': 1.922050052011035};0.12146171616875598;0.06647257519036105;{0: 42, 1: 19, 2: 60};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;knn;variance;2;{'silhouette': 0.19754253237542735, 'calinski_harabasz': 18.508706568988874, 'davies_bouldin': 2.139884256201173};0.13304909524862707;0.06508065165468177;{0: 90, 1: 31};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;knn;variance;3;{'silhouette': 0.1275957904377995, 'calinski_harabasz': 19.309656017897865, 'davies_bouldin': 1.922050052011035};0.12146171616875598;0.06647257519036107;{0: 42, 1: 19, 2: 60};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;knn;pca;2;{'silhouette': 0.1975425323754274, 'calinski_harabasz': 18.50870656898888, 'davies_bouldin': 2.139884256201173};0.1330490952486271;0.06508065165468177;{0: 90, 1: 31};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;knn;pca;3;{'silhouette': 0.12759579043779948, 'calinski_harabasz': 19.30965601789786, 'davies_bouldin': 1.9220500520110353};0.121461716168756;0.06647257519036108;{0: 42, 1: 19, 2: 60};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;knn;agglomeration;2;{'silhouette': 0.1975425323754274, 'calinski_harabasz': 18.508706568988874, 'davies_bouldin': 2.139884256201173};0.13304909524862707;0.06508065165468177;{0: 90, 1: 31};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;knn;agglomeration;3;{'silhouette': 0.1275957904377995, 'calinski_harabasz': 19.30965601789786, 'davies_bouldin': 1.922050052011035};0.12146171616875598;0.06647257519036105;{0: 42, 1: 19, 2: 60};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;median;variance;2;{'silhouette': 0.19754253237542735, 'calinski_harabasz': 18.508706568988874, 'davies_bouldin': 2.139884256201173};0.13304909524862707;0.06508065165468177;{0: 90, 1: 31};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;median;variance;3;{'silhouette': 0.1275957904377995, 'calinski_harabasz': 19.309656017897865, 'davies_bouldin': 1.922050052011035};0.12146171616875598;0.06647257519036107;{0: 42, 1: 19, 2: 60};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;median;pca;2;{'silhouette': 0.1975425323754274, 'calinski_harabasz': 18.50870656898888, 'davies_bouldin': 2.139884256201173};0.1330490952486271;0.06508065165468177;{0: 90, 1: 31};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;median;pca;3;{'silhouette': 0.12759579043779948, 'calinski_harabasz': 19.30965601789786, 'davies_bouldin': 1.9220500520110353};0.121461716168756;0.06647257519036108;{0: 42, 1: 19, 2: 60};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;median;agglomeration;2;{'silhouette': 0.1975425323754274, 'calinski_harabasz': 18.508706568988874, 'davies_bouldin': 2.139884256201173};0.13304909524862707;0.06508065165468177;{0: 90, 1: 31};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;median;agglomeration;3;{'silhouette': 0.1275957904377995, 'calinski_harabasz': 19.30965601789786, 'davies_bouldin': 1.922050052011035};0.12146171616875598;0.06647257519036105;{0: 42, 1: 19, 2: 60};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;forward_fill;variance;2;{'silhouette': 0.19754253237542735, 'calinski_harabasz': 18.508706568988874, 'davies_bouldin': 2.139884256201173};0.13304909524862707;0.06508065165468177;{0: 90, 1: 31};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;forward_fill;variance;3;{'silhouette': 0.1275957904377995, 'calinski_harabasz': 19.309656017897865, 'davies_bouldin': 1.922050052011035};0.12146171616875598;0.06647257519036107;{0: 42, 1: 19, 2: 60};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;forward_fill;pca;2;{'silhouette': 0.1975425323683499, 'calinski_harabasz': 18.50870656898888, 'davies_bouldin': 2.139884256201173};0.1330490952486271;0.06508065165468178;{0: 90, 1: 31};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;forward_fill;pca;3;{'silhouette': 0.12759579043270522, 'calinski_harabasz': 19.30965601789786, 'davies_bouldin': 1.922050052011035};0.12146171616875596;0.06647257519036111;{0: 42, 1: 19, 2: 60};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;forward_fill;agglomeration;2;{'silhouette': 0.1975425323754274, 'calinski_harabasz': 18.508706568988874, 'davies_bouldin': 2.139884256201173};0.13304909524862707;0.06508065165468177;{0: 90, 1: 31};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];gmm;forward_fill;agglomeration;3;{'silhouette': 0.1275957904377995, 'calinski_harabasz': 19.30965601789786, 'davies_bouldin': 1.922050052011035};0.12146171616875598;0.06647257519036105;{0: 42, 1: 19, 2: 60};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;mice;variance;2;{'silhouette': 0.25042007131995514, 'calinski_harabasz': 7.09595087681248, 'davies_bouldin': 1.1052091198173841};0.2898995343589938;0.08293798853436112;{0: 117, 1: 4};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;mice;variance;3;{'silhouette': 0.1294797772451342, 'calinski_harabasz': 6.0898293262628975, 'davies_bouldin': 1.854728140724551};0.20370392120842395;0.047232716517320805;{0: 109, 1: 4, 2: 8};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;mice;pca;2;{'silhouette': 0.2504200713199552, 'calinski_harabasz': 7.095950876812482, 'davies_bouldin': 1.105209119817384};0.2898995343589938;0.0829379885343612;{0: 117, 1: 4};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;mice;pca;3;{'silhouette': 0.1294797772451342, 'calinski_harabasz': 6.0898293262628975, 'davies_bouldin': 1.854728140724551};0.20370392120842395;0.04723271651732082;{0: 109, 1: 4, 2: 8};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;mice;agglomeration;2;{'silhouette': 0.2504200713199552, 'calinski_harabasz': 7.095950876812481, 'davies_bouldin': 1.1052091198173843};0.28989953435899374;0.08293798853436114;{0: 117, 1: 4};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;mice;agglomeration;3;{'silhouette': 0.1294797772451342, 'calinski_harabasz': 6.089829326262896, 'davies_bouldin': 1.8547281407245515};0.2037039212084239;0.04723271651732081;{0: 109, 1: 4, 2: 8};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;knn;variance;2;{'silhouette': 0.25042007131995514, 'calinski_harabasz': 7.09595087681248, 'davies_bouldin': 1.1052091198173841};0.2898995343589938;0.08293798853436112;{0: 117, 1: 4};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;knn;variance;3;{'silhouette': 0.1294797772451342, 'calinski_harabasz': 6.0898293262628975, 'davies_bouldin': 1.854728140724551};0.20370392120842395;0.047232716517320805;{0: 109, 1: 4, 2: 8};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;knn;pca;2;{'silhouette': 0.2504200713199552, 'calinski_harabasz': 7.095950876812482, 'davies_bouldin': 1.105209119817384};0.2898995343589938;0.0829379885343612;{0: 117, 1: 4};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;knn;pca;3;{'silhouette': 0.1294797772451342, 'calinski_harabasz': 6.0898293262628975, 'davies_bouldin': 1.854728140724551};0.20370392120842395;0.04723271651732082;{0: 109, 1: 4, 2: 8};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;knn;agglomeration;2;{'silhouette': 0.2504200713199552, 'calinski_harabasz': 7.095950876812481, 'davies_bouldin': 1.1052091198173843};0.28989953435899374;0.08293798853436114;{0: 117, 1: 4};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;knn;agglomeration;3;{'silhouette': 0.1294797772451342, 'calinski_harabasz': 6.089829326262896, 'davies_bouldin': 1.8547281407245515};0.2037039212084239;0.04723271651732081;{0: 109, 1: 4, 2: 8};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;median;variance;2;{'silhouette': 0.25042007131995514, 'calinski_harabasz': 7.09595087681248, 'davies_bouldin': 1.1052091198173841};0.2898995343589938;0.08293798853436112;{0: 117, 1: 4};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;median;variance;3;{'silhouette': 0.1294797772451342, 'calinski_harabasz': 6.0898293262628975, 'davies_bouldin': 1.854728140724551};0.20370392120842395;0.047232716517320805;{0: 109, 1: 4, 2: 8};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;median;pca;2;{'silhouette': 0.2504200713199552, 'calinski_harabasz': 7.095950876812482, 'davies_bouldin': 1.105209119817384};0.2898995343589938;0.0829379885343612;{0: 117, 1: 4};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;median;pca;3;{'silhouette': 0.1294797772451342, 'calinski_harabasz': 6.0898293262628975, 'davies_bouldin': 1.854728140724551};0.20370392120842395;0.04723271651732082;{0: 109, 1: 4, 2: 8};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;median;agglomeration;2;{'silhouette': 0.2504200713199552, 'calinski_harabasz': 7.095950876812481, 'davies_bouldin': 1.1052091198173843};0.28989953435899374;0.08293798853436114;{0: 117, 1: 4};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;median;agglomeration;3;{'silhouette': 0.1294797772451342, 'calinski_harabasz': 6.089829326262896, 'davies_bouldin': 1.8547281407245515};0.2037039212084239;0.04723271651732081;{0: 109, 1: 4, 2: 8};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;forward_fill;variance;2;{'silhouette': 0.25042007131995514, 'calinski_harabasz': 7.09595087681248, 'davies_bouldin': 1.1052091198173841};0.2898995343589938;0.08293798853436112;{0: 117, 1: 4};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;forward_fill;variance;3;{'silhouette': 0.1294797772451342, 'calinski_harabasz': 6.0898293262628975, 'davies_bouldin': 1.854728140724551};0.20370392120842395;0.047232716517320805;{0: 109, 1: 4, 2: 8};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;forward_fill;pca;2;{'silhouette': 0.25042007131853544, 'calinski_harabasz': 7.095950876812484, 'davies_bouldin': 1.1052091198173843};0.2898995343589938;0.08293798853436123;{0: 117, 1: 4};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;forward_fill;pca;3;{'silhouette': 0.12947977724360923, 'calinski_harabasz': 6.0898293262628975, 'davies_bouldin': 1.8547281407245517};0.20370392120842395;0.04723271651732082;{0: 109, 1: 4, 2: 8};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;forward_fill;agglomeration;2;{'silhouette': 0.2504200713199552, 'calinski_harabasz': 7.095950876812481, 'davies_bouldin': 1.1052091198173843};0.28989953435899374;0.08293798853436114;{0: 117, 1: 4};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];spectral;forward_fill;agglomeration;3;{'silhouette': 0.1294797772451342, 'calinski_harabasz': 6.089829326262896, 'davies_bouldin': 1.8547281407245515};0.2037039212084239;0.04723271651732081;{0: 109, 1: 4, 2: 8};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;mice;variance;2;{'silhouette': 0.17387151322526756, 'calinski_harabasz': 25.982925302685167, 'davies_bouldin': 1.9442380035223106};0.2927258418616095;0.12565079354944583;{0: 53, 1: 68};False
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;mice;variance;3;{'silhouette': 0.18766396908013372, 'calinski_harabasz': 22.764400224144264, 'davies_bouldin': 1.5768483359889032};0.22657031139815884;0.05185014422029243;{0: 68, 1: 46, 2: 7};False
