target_variable;features;algorithm;imputation_method;feature_selection_method;n_clusters;scores;cross_validation_score;cross_validation_std;cluster_sizes;remove_missing_scores
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;2;{'silhouette': 0.1738715132252676, 'calinski_harabasz': 25.982925302685175, 'davies_bouldin': 1.9442380035223106};0.2927258418616095;0.12565079354944586;{0: 53, 1: 68};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;3;{'silhouette': 0.18766396908013372, 'calinski_harabasz': 22.76440022414427, 'davies_bouldin': 1.5768483359889032};0.2265703113981588;0.05185014422029243;{0: 68, 1: 46, 2: 7};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;N/A;variance;2;{'silhouette': 0.17387151322526756, 'calinski_harabasz': 25.982925302685167, 'davies_bouldin': 1.9442380035223106};0.2927258418616095;0.12565079354944583;{0: 53, 1: 68};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;N/A;variance;3;{'silhouette': 0.18766396908013372, 'calinski_harabasz': 22.764400224144264, 'davies_bouldin': 1.5768483359889032};0.22657031139815884;0.05185014422029243;{0: 68, 1: 46, 2: 7};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;N/A;pca;2;{'silhouette': 0.1738715132252676, 'calinski_harabasz': 25.98292530268517, 'davies_bouldin': 1.9442380035223106};0.29272584186160955;0.12565079354944586;{0: 53, 1: 68};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;N/A;pca;3;{'silhouette': 0.18766396908013372, 'calinski_harabasz': 22.76440022414427, 'davies_bouldin': 1.5768483359889032};0.2265703113981588;0.05185014422029244;{0: 68, 1: 46, 2: 7};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;2;{'silhouette': 0.1738715132252676, 'calinski_harabasz': 25.982925302685175, 'davies_bouldin': 1.9442380035223106};0.2927258418616095;0.12565079354944586;{0: 53, 1: 68};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;3;{'silhouette': 0.18766396908013372, 'calinski_harabasz': 22.76440022414427, 'davies_bouldin': 1.5768483359889032};0.2265703113981588;0.05185014422029243;{0: 68, 1: 46, 2: 7};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;N/A;variance;2;{'silhouette': 0.17387151322526756, 'calinski_harabasz': 25.982925302685167, 'davies_bouldin': 1.9442380035223106};0.2927258418616095;0.12565079354944583;{0: 53, 1: 68};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;N/A;variance;3;{'silhouette': 0.18766396908013372, 'calinski_harabasz': 22.764400224144264, 'davies_bouldin': 1.5768483359889032};0.22657031139815884;0.05185014422029243;{0: 68, 1: 46, 2: 7};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;N/A;pca;2;{'silhouette': 0.1738715132252676, 'calinski_harabasz': 25.98292530268517, 'davies_bouldin': 1.9442380035223106};0.29272584186160955;0.12565079354944586;{0: 53, 1: 68};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;N/A;pca;3;{'silhouette': 0.18766396908013372, 'calinski_harabasz': 22.76440022414427, 'davies_bouldin': 1.5768483359889032};0.2265703113981588;0.05185014422029244;{0: 68, 1: 46, 2: 7};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;2;{'silhouette': 0.1738715132252676, 'calinski_harabasz': 25.982925302685175, 'davies_bouldin': 1.9442380035223106};0.2927258418616095;0.12565079354944586;{0: 53, 1: 68};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];hierarchical;N/A;agglomeration;3;{'silhouette': 0.18766396908013372, 'calinski_harabasz': 22.76440022414427, 'davies_bouldin': 1.5768483359889032};0.2265703113981588;0.05185014422029243;{0: 68, 1: 46, 2: 7};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;variance;2;{'silhouette': 0.1757933139073458, 'calinski_harabasz': 28.53760178504976, 'davies_bouldin': 1.8549871048648947};0.09056990884409352;0.033293636210819356;{0: 64, 1: 57};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;variance;3;{'silhouette': 0.16900298255583313, 'calinski_harabasz': 23.988686019595153, 'davies_bouldin': 1.7568727100144763};0.07551203731956137;0.04209759694427378;{0: 57, 1: 26, 2: 38};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;pca;2;{'silhouette': 0.1757933139073458, 'calinski_harabasz': 28.53760178504976, 'davies_bouldin': 1.8549871048648952};0.09056990884409348;0.033293636210819336;{0: 64, 1: 57};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;pca;3;{'silhouette': 0.16900298255583313, 'calinski_harabasz': 23.988686019595146, 'davies_bouldin': 1.7568727100144768};0.07551203731956133;0.04209759694427374;{0: 57, 1: 26, 2: 38};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;agglomeration;2;{'silhouette': 0.1757933139073458, 'calinski_harabasz': 28.53760178504976, 'davies_bouldin': 1.8549871048648947};0.0905699088440935;0.03329363621081934;{0: 64, 1: 57};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;agglomeration;3;{'silhouette': 0.16900298255583313, 'calinski_harabasz': 23.988686019595153, 'davies_bouldin': 1.7568727100144763};0.07551203731956134;0.04209759694427377;{0: 57, 1: 26, 2: 38};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;variance;2;{'silhouette': 0.1757933139073458, 'calinski_harabasz': 28.53760178504976, 'davies_bouldin': 1.8549871048648947};0.09056990884409352;0.033293636210819356;{0: 64, 1: 57};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;variance;3;{'silhouette': 0.16900298255583313, 'calinski_harabasz': 23.988686019595153, 'davies_bouldin': 1.7568727100144763};0.07551203731956137;0.04209759694427378;{0: 57, 1: 26, 2: 38};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;pca;2;{'silhouette': 0.1757933139073458, 'calinski_harabasz': 28.53760178504976, 'davies_bouldin': 1.8549871048648952};0.09056990884409348;0.033293636210819336;{0: 64, 1: 57};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;pca;3;{'silhouette': 0.16900298255583313, 'calinski_harabasz': 23.988686019595146, 'davies_bouldin': 1.7568727100144768};0.07551203731956133;0.04209759694427374;{0: 57, 1: 26, 2: 38};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;agglomeration;2;{'silhouette': 0.1757933139073458, 'calinski_harabasz': 28.53760178504976, 'davies_bouldin': 1.8549871048648947};0.0905699088440935;0.03329363621081934;{0: 64, 1: 57};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;agglomeration;3;{'silhouette': 0.16900298255583313, 'calinski_harabasz': 23.988686019595153, 'davies_bouldin': 1.7568727100144763};0.07551203731956134;0.04209759694427377;{0: 57, 1: 26, 2: 38};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;variance;2;{'silhouette': 0.1757933139073458, 'calinski_harabasz': 28.53760178504976, 'davies_bouldin': 1.8549871048648947};0.09056990884409352;0.033293636210819356;{0: 64, 1: 57};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;variance;3;{'silhouette': 0.16900298255583313, 'calinski_harabasz': 23.988686019595153, 'davies_bouldin': 1.7568727100144763};0.07551203731956137;0.04209759694427378;{0: 57, 1: 26, 2: 38};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;pca;2;{'silhouette': 0.1757933139073458, 'calinski_harabasz': 28.53760178504976, 'davies_bouldin': 1.8549871048648952};0.09056990884409348;0.033293636210819336;{0: 64, 1: 57};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;pca;3;{'silhouette': 0.16900298255583313, 'calinski_harabasz': 23.988686019595146, 'davies_bouldin': 1.7568727100144768};0.07551203731956133;0.04209759694427374;{0: 57, 1: 26, 2: 38};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;agglomeration;2;{'silhouette': 0.1757933139073458, 'calinski_harabasz': 28.53760178504976, 'davies_bouldin': 1.8549871048648947};0.0905699088440935;0.03329363621081934;{0: 64, 1: 57};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;agglomeration;3;{'silhouette': 0.16900298255583313, 'calinski_harabasz': 23.988686019595153, 'davies_bouldin': 1.7568727100144763};0.07551203731956134;0.04209759694427377;{0: 57, 1: 26, 2: 38};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;variance;2;{'silhouette': 0.1757933139073458, 'calinski_harabasz': 28.53760178504976, 'davies_bouldin': 1.8549871048648947};0.09056990884409352;0.033293636210819356;{0: 64, 1: 57};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;variance;3;{'silhouette': 0.16900298255583313, 'calinski_harabasz': 23.988686019595153, 'davies_bouldin': 1.7568727100144763};0.07551203731956137;0.04209759694427378;{0: 57, 1: 26, 2: 38};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;pca;2;{'silhouette': 0.1757933139073458, 'calinski_harabasz': 28.53760178504976, 'davies_bouldin': 1.8549871048648952};0.09056990884409348;0.033293636210819336;{0: 64, 1: 57};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;pca;3;{'silhouette': 0.16900298255583313, 'calinski_harabasz': 23.988686019595146, 'davies_bouldin': 1.7568727100144768};0.07551203731956133;0.04209759694427374;{0: 57, 1: 26, 2: 38};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;agglomeration;2;{'silhouette': 0.1757933139073458, 'calinski_harabasz': 28.53760178504976, 'davies_bouldin': 1.8549871048648947};0.0905699088440935;0.03329363621081934;{0: 64, 1: 57};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Nihss Score J7'];birch;N/A;agglomeration;3;{'silhouette': 0.16900298255583313, 'calinski_harabasz': 23.988686019595153, 'davies_bouldin': 1.7568727100144763};0.07551203731956134;0.04209759694427377;{0: 57, 1: 26, 2: 38};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;variance;2;{'silhouette': 0.17236762611659148, 'calinski_harabasz': 26.834614648439498, 'davies_bouldin': 1.9124424926095913};0.13510317756535914;0.0257808874127049;{0: 60, 1: 60};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;variance;3;{'silhouette': 0.16703649204999488, 'calinski_harabasz': 15.14508230571906, 'davies_bouldin': 1.882959368396996};0.1289245391255277;0.03548150621678184;{0: 71, 1: 45, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;pca;2;{'silhouette': 0.1723676261165915, 'calinski_harabasz': 26.83461464843949, 'davies_bouldin': 1.9124424926095915};0.13510317756535914;0.02578088741270493;{0: 60, 1: 60};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;pca;3;{'silhouette': 0.167036492049995, 'calinski_harabasz': 15.145082305719063, 'davies_bouldin': 1.882959368396995};0.12892453912552773;0.03548150621678186;{0: 71, 1: 45, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;agglomeration;2;{'silhouette': 0.17236762611659148, 'calinski_harabasz': 26.8346146484395, 'davies_bouldin': 1.9124424926095915};0.13510317756535914;0.025780887412704918;{0: 60, 1: 60};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;agglomeration;3;{'silhouette': 0.16703649204999488, 'calinski_harabasz': 15.14508230571906, 'davies_bouldin': 1.882959368396996};0.1289245391255277;0.03548150621678185;{0: 71, 1: 45, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;variance;2;{'silhouette': 0.17236762611659148, 'calinski_harabasz': 26.834614648439498, 'davies_bouldin': 1.9124424926095913};0.13510317756535914;0.0257808874127049;{0: 60, 1: 60};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;variance;3;{'silhouette': 0.16703649204999488, 'calinski_harabasz': 15.14508230571906, 'davies_bouldin': 1.882959368396996};0.1289245391255277;0.03548150621678184;{0: 71, 1: 45, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;pca;2;{'silhouette': 0.1723676261165915, 'calinski_harabasz': 26.83461464843949, 'davies_bouldin': 1.9124424926095915};0.13510317756535914;0.02578088741270493;{0: 60, 1: 60};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;pca;3;{'silhouette': 0.167036492049995, 'calinski_harabasz': 15.145082305719063, 'davies_bouldin': 1.882959368396995};0.12892453912552773;0.03548150621678186;{0: 71, 1: 45, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;agglomeration;2;{'silhouette': 0.17236762611659148, 'calinski_harabasz': 26.8346146484395, 'davies_bouldin': 1.9124424926095915};0.13510317756535914;0.025780887412704918;{0: 60, 1: 60};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;agglomeration;3;{'silhouette': 0.16703649204999488, 'calinski_harabasz': 15.14508230571906, 'davies_bouldin': 1.882959368396996};0.1289245391255277;0.03548150621678185;{0: 71, 1: 45, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;variance;2;{'silhouette': 0.17236762611659148, 'calinski_harabasz': 26.834614648439498, 'davies_bouldin': 1.9124424926095913};0.13510317756535914;0.0257808874127049;{0: 60, 1: 60};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;variance;3;{'silhouette': 0.16703649204999488, 'calinski_harabasz': 15.14508230571906, 'davies_bouldin': 1.882959368396996};0.1289245391255277;0.03548150621678184;{0: 71, 1: 45, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;pca;2;{'silhouette': 0.1723676261165915, 'calinski_harabasz': 26.83461464843949, 'davies_bouldin': 1.9124424926095915};0.13510317756535914;0.02578088741270493;{0: 60, 1: 60};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;pca;3;{'silhouette': 0.167036492049995, 'calinski_harabasz': 15.145082305719063, 'davies_bouldin': 1.882959368396995};0.12892453912552773;0.03548150621678186;{0: 71, 1: 45, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;agglomeration;2;{'silhouette': 0.17236762611659148, 'calinski_harabasz': 26.8346146484395, 'davies_bouldin': 1.9124424926095915};0.13510317756535914;0.025780887412704918;{0: 60, 1: 60};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;agglomeration;3;{'silhouette': 0.16703649204999488, 'calinski_harabasz': 15.14508230571906, 'davies_bouldin': 1.882959368396996};0.1289245391255277;0.03548150621678185;{0: 71, 1: 45, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;variance;2;{'silhouette': 0.17236762611659148, 'calinski_harabasz': 26.834614648439498, 'davies_bouldin': 1.9124424926095913};0.13510317756535914;0.0257808874127049;{0: 60, 1: 60};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;variance;3;{'silhouette': 0.16703649204999488, 'calinski_harabasz': 15.14508230571906, 'davies_bouldin': 1.882959368396996};0.1289245391255277;0.03548150621678184;{0: 71, 1: 45, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;pca;2;{'silhouette': 0.1723676261165915, 'calinski_harabasz': 26.83461464843949, 'davies_bouldin': 1.9124424926095915};0.13510317756535914;0.02578088741270493;{0: 60, 1: 60};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;pca;3;{'silhouette': 0.167036492049995, 'calinski_harabasz': 15.145082305719063, 'davies_bouldin': 1.882959368396995};0.12892453912552773;0.03548150621678186;{0: 71, 1: 45, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;agglomeration;2;{'silhouette': 0.17236762611659148, 'calinski_harabasz': 26.8346146484395, 'davies_bouldin': 1.9124424926095915};0.13510317756535914;0.025780887412704918;{0: 60, 1: 60};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];kmeans;N/A;agglomeration;3;{'silhouette': 0.16703649204999488, 'calinski_harabasz': 15.14508230571906, 'davies_bouldin': 1.882959368396996};0.1289245391255277;0.03548150621678185;{0: 71, 1: 45, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;variance;2;{'silhouette': 0.1899408362164045, 'calinski_harabasz': 21.461729361938644, 'davies_bouldin': 2.105583205969526};0.14865934376063522;0.0732790267535943;{0: 81, 1: 39};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;variance;3;{'silhouette': 0.2066155678719141, 'calinski_harabasz': 15.377386416687687, 'davies_bouldin': 1.7512962230031424};0.09922083098859127;0.04679456915278471;{0: 89, 1: 27, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;pca;2;{'silhouette': 0.1899408362164045, 'calinski_harabasz': 21.461729361938644, 'davies_bouldin': 2.1055832059695256};0.14865934376063525;0.07327902675359427;{0: 81, 1: 39};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;pca;3;{'silhouette': 0.20661556787191415, 'calinski_harabasz': 15.377386416687685, 'davies_bouldin': 1.7512962230031424};0.09922083098859125;0.04679456915278472;{0: 89, 1: 27, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;2;{'silhouette': 0.1899408362164045, 'calinski_harabasz': 21.46172936193864, 'davies_bouldin': 2.105583205969526};0.14865934376063525;0.07327902675359428;{0: 81, 1: 39};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;3;{'silhouette': 0.20661556787191407, 'calinski_harabasz': 15.377386416687687, 'davies_bouldin': 1.7512962230031428};0.09922083098859127;0.04679456915278474;{0: 89, 1: 27, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;variance;2;{'silhouette': 0.1899408362164045, 'calinski_harabasz': 21.461729361938644, 'davies_bouldin': 2.105583205969526};0.14865934376063522;0.0732790267535943;{0: 81, 1: 39};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;variance;3;{'silhouette': 0.2066155678719141, 'calinski_harabasz': 15.377386416687687, 'davies_bouldin': 1.7512962230031424};0.09922083098859127;0.04679456915278471;{0: 89, 1: 27, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;pca;2;{'silhouette': 0.1899408362164045, 'calinski_harabasz': 21.461729361938644, 'davies_bouldin': 2.1055832059695256};0.14865934376063525;0.07327902675359427;{0: 81, 1: 39};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;pca;3;{'silhouette': 0.20661556787191415, 'calinski_harabasz': 15.377386416687685, 'davies_bouldin': 1.7512962230031424};0.09922083098859125;0.04679456915278472;{0: 89, 1: 27, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;2;{'silhouette': 0.1899408362164045, 'calinski_harabasz': 21.46172936193864, 'davies_bouldin': 2.105583205969526};0.14865934376063525;0.07327902675359428;{0: 81, 1: 39};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;agglomeration;3;{'silhouette': 0.20661556787191407, 'calinski_harabasz': 15.377386416687687, 'davies_bouldin': 1.7512962230031428};0.09922083098859127;0.04679456915278474;{0: 89, 1: 27, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;variance;2;{'silhouette': 0.1899408362164045, 'calinski_harabasz': 21.461729361938644, 'davies_bouldin': 2.105583205969526};0.14865934376063522;0.0732790267535943;{0: 81, 1: 39};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;variance;3;{'silhouette': 0.2066155678719141, 'calinski_harabasz': 15.377386416687687, 'davies_bouldin': 1.7512962230031424};0.09922083098859127;0.04679456915278471;{0: 89, 1: 27, 2: 4};True
Moca M6- Moca J7;['Age', 'Nb An Scol', 'Iq Code J0', 'Poids', 'Taille', 'Mmse J7', 'Moca J7', 'Nihss Score J7'];gmm;N/A;pca;2;{'silhouette': 0.1899408362164045, 'calinski_harabasz': 21.461729361938644, 'davies_bouldin': 2.1055832059695256};0.14865934376063525;0.07327902675359427;{0: 81, 1: 39};True
